smiles,logA_stoch_mean,logA_stoch_std,C_stoch_mean,C_stoch_std,B_stoch_mean,B_stoch_std,fail_count,n_data,kl_div_two_normal_dists,MAE_stoch,MAE_db_and_sampled_hov,logA_det,C_det,B_det,MAE_det
CCCCC(O)CCCCO,1.653,0.309,0.49,0.05,735.4,7.3,0,26,0.01,1.82,4.08,1.646,0.49,735.0,1.71
CCCCC(O)CO,0.878,0.386,0.58,0.06,713.4,11.7,0,25,0.017,1.62,2.77,0.997,0.56,709.4,1.6
CCCCC(OCC)OCC,1.612,0.238,0.41,0.05,595.1,5.6,0,19,0.013,0.53,2.3,1.536,0.42,598.0,0.42
CCCCC(c1ccccc1)(C1CCCCC1)C1CCCCC1,1.37,0.412,0.47,0.07,884.5,17.7,0,14,0.011,0.43,2.94,1.219,0.5,895.0,0.27
CCCCC(c1ccccc1)(c1ccccc1)c1ccccc1,2.182,0.403,0.34,0.07,940.3,17.1,0,12,0.013,0.12,3.04,2.148,0.35,941.3,0.1
CCCCC(c1ccccc1)c1ccccc1,1.431,0.399,0.47,0.07,781.3,8.9,0,12,0.01,0.6,3.09,1.386,0.48,787.0,0.49
CCCCC1(C)CCCCC1,1.618,0.214,0.39,0.04,663.3,4.2,0,23,0.007,0.37,2.22,1.55,0.4,665.0,0.22
CCCCC1(C)CCCO1,1.582,0.203,0.4,0.04,634.9,5.3,0,21,0.012,0.34,2.15,1.551,0.4,638.0,0.27
CCCCC1(C)OCCCO1,1.741,0.223,0.38,0.04,633.6,7.1,0,21,0.011,0.37,2.3,1.598,0.4,640.0,0.24
CCCCC1(CC)CC1,1.462,0.23,0.41,0.04,594.8,4.9,0,23,0.01,0.5,2.1,1.439,0.41,598.0,0.44
CCCCC1(O)CCCC1,1.593,0.233,0.4,0.04,672.5,6.8,0,23,0.014,0.4,2.28,1.536,0.41,677.0,0.22
CCCCC1(O)CCCCC1,1.753,0.223,0.39,0.04,702.3,3.8,0,25,0.017,0.93,2.67,1.772,0.39,702.0,0.9
CCCCC1=C(C)CCCC1,1.598,0.261,0.41,0.05,664.4,6.6,0,23,0.007,0.45,2.43,1.512,0.42,666.0,0.28
CCCCC1=C(CCC)CCCC1,1.544,0.23,0.46,0.04,657.5,5.7,0,22,0.018,0.81,2.96,1.448,0.47,661.0,0.73
CCCCC1=CCC(C)CC1,1.557,0.216,0.41,0.04,653.1,6.1,0,22,0.01,0.38,2.24,1.537,0.41,657.0,0.29
CCCCC1=CCCC(C)C1,1.569,0.227,0.41,0.04,662.4,3.7,0,23,0.01,0.42,2.44,1.522,0.41,664.0,0.25
CCCCC1=CCCC1,1.61,0.212,0.38,0.04,625.0,6.0,0,21,0.01,0.36,2.15,1.477,0.41,629.0,0.12
CCCCC1=CCCCC1,1.664,0.211,0.39,0.04,645.9,6.0,0,22,0.008,0.49,2.34,1.548,0.41,650.0,0.27
CCCCC1=CCc2ccccc21,1.59,0.554,0.44,0.1,751.6,18.5,0,12,0.013,1.06,3.12,1.582,0.44,756.0,0.69
CCCCC1=Cc2ccccc2C1,1.52,0.241,0.51,0.04,750.8,5.8,0,27,0.011,1.34,4.01,1.516,0.51,752.0,1.3
CCCCC1C(C)CCCC1(C)C,1.545,0.199,0.43,0.04,672.6,4.5,0,23,0.01,0.52,2.64,1.476,0.44,675.0,0.4
CCCCC1C=CCC1,1.576,0.146,0.38,0.03,625.8,3.9,0,21,0.012,0.2,1.04,1.488,0.4,628.0,0.06
CCCCC1C=Cc2ccccc21,1.654,0.282,0.4,0.05,756.8,7.7,0,12,0.015,0.61,2.52,1.531,0.42,761.0,0.34
CCCCC1CC1,1.394,0.259,0.42,0.05,541.8,3.3,0,22,0.013,0.55,2.13,1.353,0.42,543.0,0.51
CCCCC1CC1C,1.609,0.242,0.37,0.05,571.6,7.0,0,18,0.012,0.32,1.83,1.49,0.39,576.0,0.16
CCCCC1CCC(C2CCCCC2)CC1,1.589,0.401,0.43,0.07,755.9,13.9,0,12,0.011,0.78,2.76,1.5,0.45,761.0,0.47
CCCCC1CCC1,1.648,0.231,0.38,0.04,588.6,7.3,0,19,0.011,0.39,2.13,1.478,0.41,593.0,0.15
CCCCC1CCC2CCCCC2C1,1.476,0.231,0.46,0.04,727.2,5.8,0,26,0.013,0.47,2.64,1.384,0.47,731.0,0.38
CCCCC1CCCC(=O)O1,1.744,0.366,0.41,0.06,774.5,11.0,0,12,0.029,0.56,2.37,1.604,0.43,781.0,0.48
CCCCC1CCCC(C)C1,1.556,0.244,0.41,0.05,661.8,3.8,0,23,0.013,0.33,2.32,1.518,0.41,663.0,0.24
CCCCC1CCCC(CC)C1,1.525,0.234,0.43,0.04,666.0,5.3,0,23,0.008,0.5,2.48,1.453,0.44,669.0,0.35
CCCCC1CCCC1,1.498,0.093,0.4,0.02,624.5,1.1,0,25,0.011,0.53,0.74,1.481,0.41,625.0,0.5
CCCCC1CCCC2CCCCC12,1.479,0.211,0.44,0.04,734.8,4.6,0,26,0.012,0.48,2.74,1.429,0.45,737.0,0.37
CCCCC1CCCCC1,1.483,0.102,0.41,0.02,651.7,2.5,0,25,0.009,0.32,0.94,1.482,0.41,653.1,0.28
CCCCC1CCCCC1C,1.593,0.209,0.4,0.04,664.8,4.7,0,23,0.008,0.41,2.32,1.486,0.42,668.0,0.21
CCCCC1CCCCC1C1CCCCC1,1.539,0.33,0.44,0.06,768.7,6.7,0,12,0.011,0.63,2.86,1.458,0.46,773.0,0.47
CCCCC1CCCCC1CCCC,1.535,0.254,0.44,0.05,694.3,5.5,0,24,0.01,0.58,2.7,1.482,0.45,698.0,0.48
CCCCC1CCCCCC1,1.565,0.192,0.41,0.04,682.5,4.2,1,24,0.009,0.43,2.12,1.509,0.42,685.0,0.25
CCCCC1CCCCCCC1,1.551,0.228,0.42,0.04,696.8,6.8,0,24,0.013,0.49,2.5,1.464,0.43,701.0,0.4
CCCCC1CCCO1,1.538,0.241,0.41,0.05,617.4,6.4,0,20,0.012,0.33,2.09,1.484,0.41,622.0,0.19
CCCCC1CCCc2ccccc21,1.606,0.325,0.43,0.06,758.4,11.8,0,12,0.006,0.8,2.91,1.57,0.43,762.0,0.56
CCCCC1CCc2ccccc21,1.656,0.363,0.41,0.06,769.4,13.8,0,12,0.008,0.63,2.59,1.585,0.42,775.0,0.47
CCCCC1CCc2ccccc2C1,1.584,0.187,0.43,0.03,748.6,3.9,0,27,0.012,0.64,2.95,1.533,0.44,751.0,0.54
CCCCC1CO1,1.128,0.231,0.44,0.04,603.5,3.5,0,20,0.011,0.41,1.49,1.083,0.45,605.0,0.37
CCCCC1Cc2ccccc2C1,1.536,0.202,0.44,0.04,735.6,5.5,0,26,0.009,0.54,2.68,1.489,0.44,739.0,0.44
CCCCC1OCCO1,1.739,0.238,0.39,0.05,604.7,6.3,0,20,0.008,0.48,2.51,1.575,0.42,610.0,0.25
CCCCC1c2ccccc2-c2ccccc21,1.592,0.334,0.44,0.06,879.7,11.4,0,14,0.015,0.8,3.04,1.551,0.45,886.0,0.66
CCCCC=C(C)C,1.389,0.182,0.42,0.03,566.8,4.1,0,23,0.008,0.53,1.6,1.361,0.42,568.9,0.46
CCCCC=C(C)CCCCC,1.501,0.234,0.44,0.04,645.6,4.4,0,22,0.016,0.54,2.48,1.383,0.46,648.0,0.32
CCCCC=C(CC)CCCCC,1.315,0.259,0.47,0.05,663.5,5.1,0,23,0.01,0.47,2.72,1.336,0.47,665.0,0.41
CCCCC=C(c1ccccc1)c1ccccc1,1.775,0.274,0.42,0.05,801.0,6.6,0,13,0.015,1.2,3.17,1.748,0.42,803.3,0.9
CCCCC=C=C(C)C,1.567,0.247,0.39,0.05,593.1,7.8,0,19,0.013,0.3,2.0,1.448,0.41,599.0,0.11
CCCCC=C=Cc1ccc(C)cc1,1.554,0.348,0.44,0.06,765.7,6.6,0,12,0.011,0.67,2.88,1.502,0.45,769.0,0.55
CCCCC=C=Cc1ccccc1,1.564,0.192,0.43,0.03,750.1,5.0,0,27,0.01,0.57,2.69,1.565,0.43,753.0,0.48
CCCCC=CC(C)(C)C,1.579,0.238,0.39,0.04,621.9,5.8,0,21,0.01,0.37,2.18,1.48,0.4,624.0,0.13
CCCCC=CC(C)C,1.561,0.228,0.4,0.04,577.7,5.7,0,18,0.012,0.26,1.71,1.503,0.4,581.5,0.18
CCCCC=CCCCC,1.548,0.191,0.41,0.04,615.1,4.7,0,20,0.011,0.33,1.77,1.51,0.42,618.3,0.27
CCCCC=CCCCCC,1.593,0.196,0.41,0.04,635.2,5.9,0,21,0.01,0.48,2.42,1.498,0.43,639.0,0.38
CCCCC=Cc1ccccc1,1.764,0.205,0.38,0.04,725.8,6.3,0,26,0.009,0.35,2.52,1.698,0.39,728.5,0.29
CCCCC=O,1.606,0.158,0.37,0.03,547.4,4.8,0,20,0.011,0.21,0.95,1.477,0.39,551.1,0.03
CCCCCC,1.343,0.17,0.39,0.03,508.9,6.8,0,18,0.007,0.16,0.58,1.379,0.39,507.1,0.12
CCCCCC#CC(=O)O,1.733,0.25,0.41,0.05,761.7,6.0,0,27,0.01,0.59,3.2,1.647,0.43,764.0,0.48
CCCCCC#CC(=O)OCC,1.571,0.234,0.43,0.04,667.8,4.3,0,23,0.015,0.53,2.61,1.491,0.44,671.0,0.39
CCCCCC#CCC#CCC#CCC#CCCCCCC(=O)O,1.394,0.388,0.54,0.07,857.2,5.6,0,14,0.014,2.03,4.48,1.44,0.53,856.0,1.84
CCCCCC#CCCCCC,1.441,0.233,0.45,0.04,662.3,5.0,0,23,0.018,0.55,2.69,1.373,0.47,664.0,0.42
CCCCCC#CCCCCCCCCCCC,1.481,0.279,0.48,0.05,747.9,6.4,0,26,0.01,0.72,3.51,1.437,0.49,749.0,0.63
CCCCCC#CCO,1.7,0.25,0.4,0.05,696.9,7.2,0,24,0.006,0.5,2.62,1.582,0.42,701.3,0.42
CCCCCC(=O)C#Cc1ccccc1,1.605,0.386,0.45,0.07,786.9,8.1,0,12,0.011,0.98,3.19,1.594,0.45,791.0,0.92
CCCCCC(=O)C(C)(C)C,1.417,0.205,0.44,0.04,647.5,4.6,0,22,0.01,0.67,2.4,1.387,0.45,650.0,0.61
CCCCCC(=O)C(C)C,1.471,0.229,0.44,0.04,634.5,5.2,0,21,0.012,1.01,2.49,1.468,0.44,636.8,1.01
CCCCCC(=O)C(C)CC,1.447,0.256,0.44,0.05,654.3,5.8,0,22,0.011,0.39,2.48,1.39,0.45,657.3,0.29
CCCCCC(=O)C=CC(C)C,1.589,0.26,0.45,0.05,671.1,6.3,0,23,0.014,0.81,3.18,1.503,0.47,673.3,0.66
CCCCCC(=O)CC,1.633,0.207,0.39,0.04,625.5,4.6,0,21,0.017,0.44,1.99,1.5,0.41,627.7,0.21
CCCCCC(=O)CC(C)(C)C,1.599,0.227,0.41,0.04,663.6,4.6,0,23,0.011,0.51,2.51,1.495,0.43,665.9,0.3
CCCCCC(=O)CC(C)C,1.593,0.229,0.42,0.04,651.1,5.6,0,22,0.016,0.5,2.46,1.53,0.43,654.7,0.39
CCCCCC(=O)CCC,1.447,0.325,0.44,0.06,643.3,8.8,0,22,0.013,0.66,2.49,1.537,0.43,643.7,0.83
CCCCCC(=O)CCC(C)C,1.603,0.285,0.43,0.05,672.0,6.9,0,23,0.01,0.65,2.79,1.504,0.44,676.5,0.47
CCCCCC(=O)CCCC,1.645,0.215,0.41,0.04,656.5,6.6,0,21,0.01,0.39,2.05,1.564,0.42,661.0,0.27
CCCCCC(=O)CCCCC,1.659,0.055,0.42,0.01,677.8,1.7,0,21,0.012,0.3,0.45,1.66,0.42,678.5,0.3
CCCCCC(=O)O,1.768,0.232,0.4,0.04,659.5,3.6,0,22,0.012,0.45,2.53,1.689,0.41,661.0,0.0
CCCCCC(=O)OC,1.581,0.225,0.4,0.04,601.4,2.9,0,22,0.014,0.8,1.63,1.523,0.41,602.6,0.71
CCCCCC(=O)OC(=O)CCCCC,1.574,0.218,0.45,0.04,716.4,5.1,0,25,0.012,0.83,2.85,1.531,0.46,718.0,0.77
CCCCCC(=O)OC(C)C,1.645,0.309,0.4,0.05,628.6,9.0,0,21,0.011,0.95,2.06,1.698,0.39,629.0,1.05
CCCCCC(=O)OC(C)CC,1.577,0.262,0.43,0.05,635.6,5.7,0,21,0.014,0.55,2.56,1.506,0.44,639.0,0.44
CCCCCC(=O)OC(C)CCCC,1.601,0.209,0.44,0.04,669.9,3.7,0,23,0.011,0.74,2.92,1.531,0.45,672.0,0.61
CCCCCC(=O)OC(C)CCCCC,1.6,0.247,0.45,0.05,683.8,4.5,0,24,0.012,0.89,3.24,1.576,0.45,686.0,0.82
CCCCCC(=O)OCC,1.549,0.114,0.42,0.02,614.9,1.3,0,22,0.01,1.21,1.0,1.538,0.42,615.2,1.19
CCCCCC(=O)OCC(CC)CC,1.486,0.271,0.46,0.05,669.0,5.9,0,23,0.024,0.73,2.94,1.336,0.49,672.0,0.44
CCCCCC(=O)OCCC,1.475,0.21,0.45,0.04,626.2,2.2,0,24,0.011,1.05,2.14,1.433,0.45,627.4,0.98
CCCCCC(=O)OCCCC,1.557,0.202,0.44,0.04,644.4,3.2,0,23,0.008,0.93,2.17,1.572,0.44,646.2,0.85
CCCCCC(=O)c1cccc2ccccc12,1.815,0.335,0.43,0.06,863.1,7.4,0,14,0.007,1.44,3.83,1.775,0.44,867.0,1.28
CCCCCC(C(=O)OCC)C(=O)OCC,1.567,0.26,0.47,0.05,703.9,5.5,0,25,0.012,0.94,3.4,1.587,0.46,704.0,0.97
CCCCCC(C)(C)C,1.406,0.149,0.42,0.03,576.0,1.8,0,22,0.01,0.52,1.03,1.443,0.41,576.7,0.47
CCCCCC(C)(C)CC,1.579,0.221,0.39,0.04,607.1,5.2,0,20,0.01,0.33,1.99,1.463,0.41,611.0,0.11
CCCCCC(C)(C)CC(=O)O,1.63,0.281,0.46,0.05,682.8,5.9,0,24,0.009,1.05,3.45,1.607,0.46,683.0,1.03
CCCCCC(C)(C)CCO,1.658,0.254,0.44,0.05,657.7,4.9,0,22,0.009,0.95,3.01,1.576,0.46,660.0,0.87
CCCCCC(C)(C)CO,1.667,0.243,0.43,0.05,631.7,5.3,0,21,0.011,0.96,2.84,1.587,0.44,634.0,0.88
CCCCCC(C)(C)O,0.25,0.445,0.67,0.08,618.9,9.4,0,22,0.012,1.65,2.02,0.375,0.65,615.7,1.68
CCCCCC(C)(C)c1cc(C)cc(C(C)(C)CCCCC)c1O,1.219,0.598,0.56,0.1,890.9,18.6,0,14,0.006,1.14,4.41,1.235,0.56,892.0,1.15
CCCCCC(C)(C)c1ccc(C)cc1,1.505,0.216,0.43,0.04,745.9,5.0,0,27,0.01,0.42,2.65,1.434,0.44,749.0,0.26
CCCCCC(C)(C)c1ccc(O)cc1,1.484,0.376,0.45,0.07,786.9,10.8,0,12,0.013,0.54,2.85,1.45,0.46,794.0,0.42
CCCCCC(C)(C)c1ccccc1,1.568,0.224,0.42,0.04,714.5,6.5,0,25,0.01,0.42,2.36,1.505,0.43,719.0,0.31
CCCCCC(C)(CC)CC,1.507,0.218,0.41,0.04,634.2,6.3,0,21,0.008,0.26,1.85,1.431,0.43,638.3,0.15
CCCCCC(C)(CC)CCCC,1.168,0.513,0.45,0.09,675.1,17.6,0,23,0.01,1.82,1.99,1.239,0.44,672.2,1.87
CCCCCC(C)(CC)c1cccc2ccccc12,1.898,0.309,0.41,0.05,858.0,8.6,0,14,0.013,1.42,3.79,1.797,0.43,863.0,1.26
CCCCCC(C)(O)C(C)(C)C(C)(C)C,1.647,0.209,0.43,0.04,696.0,5.4,0,24,0.013,0.85,2.78,1.59,0.44,699.0,0.75
CCCCCC(C)(O)CC,1.601,0.305,0.43,0.06,622.7,6.2,0,21,0.017,0.66,2.91,1.58,0.43,623.0,0.63
CCCCCC(C)(O)CC(C)(C)C,1.609,0.255,0.43,0.05,657.8,5.7,0,22,0.009,0.65,2.73,1.519,0.45,661.0,0.52
CCCCCC(C)(O)CC(C)(C)O,1.553,0.276,0.47,0.05,689.0,5.9,0,24,0.014,1.0,3.41,1.583,0.47,690.0,1.02
CCCCCC(C)(O)CC(C)C,1.64,0.236,0.42,0.04,658.8,5.7,0,22,0.009,0.66,2.8,1.551,0.44,662.0,0.55
CCCCCC(C)(O)CC(C)CC,1.685,0.192,0.46,0.04,678.3,4.6,0,23,0.009,1.37,3.55,1.645,0.47,680.0,1.29
CCCCCC(C)(O)CCC,1.669,0.224,0.41,0.04,642.8,5.4,0,22,0.008,0.65,2.69,1.538,0.43,645.0,0.4
CCCCCC(C)(O)CCCC,1.681,0.215,0.43,0.04,652.0,5.6,0,22,0.013,0.88,2.9,1.615,0.44,655.0,0.76
CCCCCC(C)(O)CCCCC,1.573,0.342,0.45,0.06,671.1,9.5,0,23,0.011,1.06,3.11,1.611,0.45,671.0,1.05
CCCCCC(C)=C(C)C,1.42,0.21,0.43,0.04,621.0,4.0,0,24,0.008,0.49,2.06,1.394,0.43,622.8,0.36
CCCCCC(C)=O,1.523,0.033,0.41,0.01,611.4,0.3,0,21,0.01,0.36,0.25,1.543,0.4,611.4,0.36
CCCCCC(C)C,1.447,0.051,0.41,0.01,559.0,1.6,0,21,0.009,0.51,0.35,1.43,0.41,559.6,0.51
CCCCCC(C)C(C)=O,1.564,0.256,0.39,0.05,642.0,6.1,0,22,0.009,0.38,2.07,1.47,0.41,644.7,0.14
CCCCCC(C)C(C)C,1.626,0.204,0.39,0.04,608.0,4.6,0,20,0.012,0.43,1.91,1.501,0.41,611.1,0.23
CCCCCC(C)C(C)CC,1.581,0.243,0.41,0.05,627.5,6.1,0,21,0.016,0.44,2.26,1.484,0.42,631.0,0.27
CCCCCC(C)C(C)O,1.64,0.276,0.44,0.05,642.5,4.2,1,22,0.016,0.82,2.99,1.604,0.44,643.0,0.75
CCCCCC(C)C1CCCC1,1.489,0.224,0.42,0.04,689.7,6.1,0,24,0.012,0.35,2.46,1.466,0.43,692.0,0.25
CCCCCC(C)CC,1.453,0.207,0.42,0.04,589.9,4.3,0,23,0.006,0.63,2.04,1.371,0.43,592.7,0.54
CCCCCC(C)CC(=O)O,1.573,0.256,0.46,0.05,702.8,5.5,0,25,0.009,0.9,3.35,1.606,0.46,703.0,0.96
CCCCCC(C)CC(C)(C)C,1.586,0.237,0.41,0.04,628.8,5.6,0,21,0.011,0.49,2.36,1.537,0.42,633.0,0.37
CCCCCC(C)CC(C)=O,1.45,0.266,0.43,0.05,656.5,6.5,0,22,0.012,0.27,2.32,1.362,0.44,660.9,0.15
CCCCCC(C)CC(C)C,1.538,0.176,0.42,0.03,620.5,3.4,0,21,0.017,0.53,1.56,1.509,0.42,621.3,0.44
CCCCCC(C)CC(C)CC(C)C,1.879,0.181,0.39,0.03,647.4,4.5,0,22,0.013,0.78,1.71,1.846,0.4,648.1,0.8
CCCCCC(C)CC(C)CCCCC,1.393,0.204,0.46,0.04,691.6,4.9,0,24,0.016,0.4,2.63,1.328,0.47,694.0,0.29
CCCCCC(C)CCC,1.248,0.898,0.49,0.14,598.5,36.5,0,23,0.011,2.41,2.61,1.34,0.47,596.0,2.24
CCCCCC(C)CCC(=O)OCC,1.51,0.211,0.45,0.04,668.9,4.8,0,23,0.015,0.67,2.78,1.428,0.46,672.0,0.48
CCCCCC(C)CCC(C)C,1.412,0.209,0.43,0.04,643.5,4.4,0,24,0.012,0.4,2.34,1.357,0.44,646.0,0.26
CCCCCC(C)CCC(C)CCCCC,1.425,0.229,0.48,0.04,711.3,5.3,0,25,0.011,0.64,3.27,1.344,0.49,714.0,0.49
CCCCCC(C)CCCC,1.382,0.174,0.45,0.03,626.8,3.3,0,24,0.008,0.67,1.43,1.322,0.46,628.4,0.63
CCCCCC(C)CCCC(=O)OCC,1.378,0.241,0.48,0.04,685.7,3.4,0,24,0.012,0.6,3.05,1.354,0.49,687.0,0.52
CCCCCC(C)CCCC(C)CCCC(C)=CCO,1.407,0.459,0.51,0.08,779.3,9.6,0,12,0.017,1.33,3.74,1.343,0.52,781.0,1.19
CCCCCC(C)CCCC(C)CCCC(C)=O,1.162,0.288,0.54,0.05,730.7,6.1,0,26,0.013,0.95,3.5,1.196,0.54,730.0,0.93
CCCCCC(C)CCCCC,1.47,0.251,0.44,0.05,648.0,4.3,0,24,0.01,0.63,2.72,1.441,0.45,650.4,0.55
CCCCCC(C)CCCO,1.672,0.241,0.43,0.05,665.5,3.4,0,23,0.016,0.91,3.13,1.583,0.45,667.0,0.76
CCCCCC(C)CCO,1.553,0.219,0.45,0.04,657.3,4.3,0,22,0.01,0.91,2.77,1.56,0.45,659.0,0.92
CCCCCC(C)CO,0.022,1.601,0.68,0.24,673.3,58.8,0,24,0.012,1.92,2.39,0.463,0.62,654.5,1.91
CCCCCC(C)COC(C)=O,1.499,0.292,0.44,0.05,637.0,6.4,0,21,0.012,0.46,2.63,1.417,0.46,640.0,0.34
CCCCCC(C)O,0.979,0.202,0.55,0.04,610.7,4.5,0,20,0.016,1.18,1.2,0.999,0.54,610.1,1.12
CCCCCC(C)OC(=O)CCC,1.637,0.205,0.43,0.04,653.2,5.0,0,22,0.022,0.69,2.7,1.552,0.44,656.0,0.56
CCCCCC(C)OC(=O)CCCC,1.628,0.24,0.44,0.05,669.6,4.1,0,23,0.011,0.78,2.94,1.537,0.45,672.0,0.63
CCCCCC(C)OC(C)=O,1.607,0.23,0.42,0.04,630.7,4.4,0,21,0.008,0.55,2.45,1.554,0.43,633.0,0.46
CCCCCC(C)OCC,1.514,0.258,0.41,0.05,577.1,6.5,0,18,0.009,0.32,2.16,1.475,0.42,580.6,0.21
CCCCCC(C)OO,1.622,0.261,0.44,0.05,625.0,5.3,0,21,0.015,0.81,2.9,1.602,0.44,628.0,0.7
CCCCCC(C)c1ccc(O)c(C)c1,1.5,0.339,0.47,0.06,775.9,6.9,0,12,0.01,0.81,3.18,1.483,0.47,780.0,0.73
CCCCCC(C)c1ccccc1,1.547,0.206,0.45,0.04,698.1,4.4,0,24,0.01,0.7,2.83,1.572,0.44,700.0,0.63
CCCCCC(C1CCCC2CCCCC21)C1CCCC2CCCCC21,1.086,0.344,0.56,0.06,878.6,9.8,0,14,0.01,0.82,3.65,1.031,0.56,883.0,0.73
CCCCCC(C1CCCCC1)C1CCCCC1,1.589,0.417,0.45,0.08,775.9,9.4,0,12,0.012,0.69,3.3,1.542,0.45,782.0,0.56
CCCCCC(CC(CC)CCCC)C(=O)O,1.517,0.337,0.48,0.06,757.2,6.6,0,12,0.012,1.05,3.5,1.462,0.49,760.0,0.85
CCCCCC(CC)(CC)CC,1.466,0.208,0.43,0.04,655.1,5.5,0,22,0.009,0.28,1.98,1.401,0.44,658.4,0.19
CCCCCC(CC)C(=O)O,1.586,0.233,0.47,0.04,695.7,3.6,0,24,0.011,1.1,3.33,1.625,0.46,697.0,1.08
CCCCCC(CC)C(=O)OC,1.594,0.222,0.41,0.04,645.9,5.1,0,22,0.012,0.53,2.49,1.507,0.43,649.0,0.35
CCCCCC(CC)C(C)=O,1.484,0.236,0.42,0.04,657.3,6.8,0,22,0.016,0.33,2.16,1.36,0.44,661.9,0.15
CCCCCC(CC)C1CCC(C(CC)CCCCC)C2CCCCC12,1.203,0.371,0.56,0.07,826.9,7.3,0,13,0.013,1.2,4.25,1.221,0.56,829.0,1.22
CCCCCC(CC)CC,1.586,0.229,0.39,0.04,613.1,5.7,0,20,0.01,0.36,2.1,1.443,0.42,617.1,0.17
CCCCCC(CC)CC(CC)CCCC,1.304,0.262,0.48,0.05,705.2,4.6,0,25,0.014,0.43,2.81,1.332,0.47,707.0,0.46
CCCCCC(CC)CCC,1.482,0.217,0.42,0.04,628.8,4.7,0,21,0.01,0.39,2.37,1.394,0.44,632.0,0.23
CCCCCC(CC)CCCC,1.511,0.193,0.43,0.04,650.5,5.3,0,22,0.01,0.43,2.42,1.409,0.44,654.0,0.26
CCCCCC(CC)CCCCC,1.537,0.263,0.44,0.05,657.4,7.7,0,22,0.008,0.54,2.65,1.406,0.46,662.0,0.34
CCCCCC(CC)CO,1.602,0.229,0.43,0.04,656.3,5.4,0,22,0.012,0.67,2.75,1.545,0.44,659.0,0.57
CCCCCC(CC)COCCCCCCOCC(CC)CCCCC,0.839,0.561,0.59,0.09,827.8,14.0,0,13,0.008,0.87,3.63,0.815,0.59,830.0,0.82
CCCCCC(CC)c1ccc(O)cc1,1.576,0.493,0.47,0.09,760.8,11.6,0,12,0.017,1.16,3.68,1.552,0.48,763.0,1.05
CCCCCC(CC)c1cccc(O)c1,1.442,0.345,0.48,0.06,772.4,8.9,0,12,0.008,0.67,3.16,1.383,0.48,778.0,0.52
CCCCCC(CC)c1ccccc1,1.475,0.251,0.46,0.05,711.0,5.4,0,25,0.01,0.63,3.06,1.446,0.47,713.0,0.55
CCCCCC(CC)c1ccccc1O,1.425,0.355,0.48,0.06,774.5,6.4,0,12,0.013,0.61,3.24,1.383,0.48,778.0,0.52
CCCCCC(CCC)(CCCC)CC(=O)O,1.947,0.376,0.45,0.07,762.6,8.4,0,12,0.011,2.43,4.33,1.951,0.44,766.0,2.13
CCCCCC(CCC)(CCCC)CC(=O)OC,1.705,0.572,0.44,0.1,697.0,31.7,0,23,0.009,0.96,4.75,1.42,0.49,702.6,0.51
CCCCCC(CCC)CC(C)CCC,1.415,0.249,0.46,0.05,683.3,4.0,0,24,0.012,0.44,2.66,1.431,0.46,684.2,0.45
CCCCCC(CCC)c1ccc2c(c1)CCCC2,1.523,0.377,0.47,0.07,811.5,9.3,0,13,0.017,1.01,3.45,1.442,0.48,816.0,0.78
CCCCCC(CCCC)OCC,1.549,0.242,0.43,0.05,651.9,4.1,0,22,0.013,0.54,2.51,1.509,0.44,654.0,0.46
CCCCCC(CCCC)c1ccc(O)cc1,1.425,0.397,0.48,0.07,787.6,11.3,0,12,0.015,0.63,3.2,1.34,0.49,794.0,0.46
CCCCCC(CCCC)c1ccccc1,1.505,0.518,0.46,0.08,735.2,20.8,0,26,0.011,0.69,3.16,1.495,0.47,736.0,0.68
CCCCCC(CCCC)c1ccccc1O,1.404,0.464,0.49,0.08,788.8,14.3,0,12,0.006,0.65,3.1,1.3,0.5,795.0,0.48
CCCCCC(CCCCC(CC)CCCC)C(=O)O,1.34,0.455,0.51,0.08,783.5,8.7,1,12,0.008,0.89,3.53,1.33,0.51,787.0,0.82
CCCCCC(CCCCC)CCCCC,1.44,0.217,0.48,0.04,691.2,5.0,0,24,0.011,0.59,3.08,1.379,0.48,694.0,0.47
CCCCCC(CCCCC)CCCCC(CCCCC)CCCCC,1.18,0.369,0.56,0.06,807.0,6.9,0,13,0.01,1.15,4.12,1.222,0.56,807.0,1.19
CCCCCC(CCCCC)c1ccc(-c2ccccc2)cc1-c1ccccc1,1.005,0.36,0.56,0.06,980.7,11.2,2,16,0.012,0.84,3.64,0.92,0.57,986.0,0.75
CCCCCC(CCCCC)c1ccccc1,1.308,0.308,0.52,0.05,746.6,7.2,0,27,0.011,0.62,3.59,1.347,0.52,747.0,0.67
CCCCCC(CCCCCCCC(CCCC)c1ccccc1)c1ccccc1,1.146,0.416,0.58,0.07,873.1,9.1,0,14,0.016,1.32,4.69,1.145,0.58,874.0,1.32
CCCCCC(CCO)(c1ccccc1)c1ccccc1,1.271,0.321,0.55,0.06,848.1,8.4,0,27,0.017,1.3,4.19,1.329,0.54,846.0,1.23
CCCCCC(CO)CCC,-1.622,9.423,0.93,1.2,764.9,339.6,13,21,0.01,17.76,3.47,1.683,0.46,637.0,5.21
CCCCCC(O)(C(C)C)C(C)C,1.575,0.883,0.45,0.13,672.4,37.7,0,23,0.016,1.38,2.98,1.627,0.44,670.0,1.22
